"X","Y","Día"
387863.747392144,2160218.73017167,2940
402976.915185755,2212026.59526223,2940
439646.108145982,2162340.26423623,2940
529007.161196188,2116335.00651951,2940
387150.647035999,2120950.12849922,2941
406025.014510359,2216836.59644835,2941
458651.030770811,2170173.86778035,2941
378804.060984457,2119884.37866511,2942
536685.430949513,2111258.77283264,2942
386475.379828361,2181627.74257779,2942
403397.853788564,2176286.28944918,2942
532971.969548023,2141785.62609585,2942
459849.303009083,2170712.13180113,2942
531985.076864206,2129015.71865494,2942
529757.678813083,2127266.10817314,2942
529771.973958612,2129242.50141668,2942
443340.749231684,2155799.33953593,2942
450281.351175494,2140990.7990386,2943
457460.551642768,2130881.48669543,2943
447768.657389811,2165855.88433632,2943
393218.310519758,2165178.66596444,2944
538373.222580603,2110681.90700337,2944
390773.257746074,2131318.76107838,2944
396671.041156406,2202194.04001643,2944
413476.343152173,2202011.20268189,2944
401622.689404618,2214093.93434232,2945
459779.956395809,2150123.9768838,2945
400870.411058503,2122066.61830102,2946
528767.146263717,2114773.22556102,2946
529496.892537921,2115155.51151951,2946
455938.576863448,2108484.05317518,2947
532463.814428778,2130660.98352801,2948
403459.750657542,2204707.14356033,2951
455390.951255719,2137992.90804445,2952
378319.184344867,2173730.30920003,2952
446108.076874023,2110760.09623611,2953
455149.621545985,2166487.54854654,2953
525485.24630002,2153121.73311796,2953
402803.626703499,2176784.46212831,2955
461492.278892571,2097729.32603611,2956
380205.659515872,2153913.48773929,2956
392101.160599592,2120861.91985194,2956
456270.157149476,2132316.65693331,2956
384391.694022266,2153305.12693337,2956
393410.381447637,2103298.27140283,2956
404725.53876645,2109070.9007265,2956
387483.513720803,2120929.6379272,2956
453740.654284543,2122333.30829074,2956
524795.201856515,2122531.43001336,2957
531014.753810409,2108961.58221942,2957
435070.927879715,2099939.21900819,2957
466630.173945872,2115607.81013701,2957
444217.240917524,2179819.02605677,2957
400110.316106148,2133684.52856912,2957
531135.752602371,2111721.89642934,2957
401479.673282969,2185888.31812044,2957
395670.337073898,2199663.62552679,2957
420188.700686522,2182388.24556044,2957
536901.531182871,2109863.77324342,2958
530764.99229711,2111527.63523929,2958
461622.461260515,2109731.54634096,2958
387740.567342761,2172654.99164855,2958
386853.865747443,2140906.4944052,2958
383399.322232865,2140021.45383231,2958
456100.479885352,2138203.26890747,2958
451734.340608795,2139406.65261005,2958
386691.725822001,2130326.10466673,2959
357273.731129821,2087693.24424805,2959
460562.868862157,2170716.69138762,2959
535564.994571202,2126701.70848901,2958
420878.145590767,2099305.84734018,2959
411368.621257312,2099275.10101954,2960
380772.871688843,2133302.79733193,2960
465347.988542742,2107987.5705014,2960
455719.483566573,2131509.59609082,2960
382549.385964817,2121301.81614527,2960
384860.27636837,2154082.9958578,2961
389616.479097532,2132161.89717281,2961
387515.90222313,2127624.95618034,2961
530961.739099646,2110947.05034304,2961
375580.300769323,2174374.2165033,2962
529586.815391068,2137203.044226,2962
466062.42577996,2099158.84381237,2963
406402.474142663,2211362.36447623,2963
376119.536153445,2163068.92816178,2963
533101.640629924,2141063.53821251,2963
527785.262501239,2138011.65726955,2963
459544.518600521,2105635.75277591,2964
460576.004602464,2115057.31690389,2964
460798.186494392,2094454.32128431,2964
453916.424620141,2138731.21383119,2964
452237.204181247,2099982.30786588,2964
388179.481082801,2171115.08882662,2964
380334.487008917,2075394.49335071,2964
379348.234778545,2145148.1750527,2964
530788.723268656,2151082.89114738,2964
369735.105272865,2138128.27807684,2965
413415.976546508,2096858.59395963,2965
460727.82558108,2094374.55634857,2965
426446.152043758,2087602.64241557,2965
413557.165321086,2191198.97507274,2965
465165.176928304,2099369.51263356,2965
457348.438952342,2122862.45029474,2965
456421.927789221,2127426.00777503,2965
420597.364474808,2088333.59614105,2966
414037.522305789,2095927.40240858,2966
530402.371337686,2111708.37688664,2966
400429.155189569,2081243.57709423,2966
383738.88741835,2154262.35148433,2966
461155.21055425,2165858.76015258,2967
379139.231184517,2092958.44241667,2967
376863.081542175,2129246.1469361,2967
374264.780751079,2120791.09793607,2967
454125.281521406,2115683.01900921,2967
445546.712753808,2164239.49271114,2967
426027.999188235,2085452.67916886,2967
422590.067996603,2110090.78649493,2967
405982.77424823,2208966.68477017,2967
459453.236492145,2099992.7764168,2967
460714.323341386,2170719.43181012,2968
413962.207782604,2096084.51749949,2968
421621.652934542,2088390.73712083,2968
407037.558488985,2216031.87019224,2968
406098.867124958,2208935.32051454,2968
432284.584044963,2099186.90330971,2968
380336.875090983,2093132.07257439,2968
384014.283367585,2154014.63495027,2968
447941.111448324,2147907.25726737,2968
373907.264585043,2124021.55799151,2968
457972.840286057,2107295.95362794,2968
388656.431042986,2170992.21469412,2968
387443.35953878,2137625.72632208,2968
441291.119886543,2163440.79424128,2968
413238.342998387,2195003.26362937,2969
531586.934991558,2111018.80473621,2969
527953.958959004,2113527.15423248,2969
459573.138024035,2109360.9408583,2969
457333.40715713,2167250.67256902,2969
374922.400971414,2146355.67402902,2969
533755.720307149,2142300.37923001,2969
455422.236792926,2142415.96255708,2969
421974.429939163,2095766.33298991,2969
454871.739752195,2142749.29042121,2969
534785.995699769,2126734.01998588,2969
533706.990886495,2126068.08468054,2970
461419.905658772,2165667.61219376,2970
421886.820430476,2095797.43920573,2970
421652.3319661,2095675.47518109,2970
459455.358783181,2106296.77972723,2970
379364.527148572,2169330.8397244,2970
531655.610316833,2109483.03433738,2970
380981.529028449,2141097.76360143,2970
455163.394222988,2142730.12433334,2970
391425.005742153,2131443.98370667,2970
387909.275709312,2137271.77478215,2971
528414.233102174,2099201.8062161,2971
453833.251078661,2111532.13219297,2971
538246.00401993,2111437.14392471,2971
526787.491652614,2132001.1079815,2972
458482.359564259,2171539.04191746,2972
533824.332984352,2119441.48067222,2972
394746.075995344,2129238.8227164,2973
535426.777905963,2139224.30963034,2973
457189.56175438,2172873.06673057,2973
380947.719393879,2136382.05838331,2973
384461.251562312,2133555.71592667,2973
462060.747430739,2096876.76753849,2973
440095.30954521,2179860.08641386,2973
451996.171320225,2145184.9600871,2973
461955.309430926,2096797.06978421,2974
528518.832509046,2116650.82623722,2974
375418.76389111,2122529.40824243,2973
459190.545606332,2109466.28747455,2974
460079.004476767,2113546.1494009,2974
422150.938321453,2096011.49561062,2975
393305.754619334,2134064.33992474,2975
421798.243714023,2136793.83222977,2975
401474.581837992,2147341.39883297,2975
381892.553869237,2130857.63483533,2975
386512.010849754,2091524.97545427,2975
375394.227299674,2122357.41571063,2975
465884.618222301,2159898.5884323,2975
461730.068907352,2096763.72322803,2975
529562.847283271,2114107.51013737,2975
410668.900316599,2086921.52299184,2975
460893.586011407,2098090.19025461,2976
380615.943011959,2132652.3905538,2976
460105.661944874,2165510.65058353,2976
378375.035961404,2142710.607023,2976
381150.228133515,2154334.56732816,2976
456413.124113388,2107714.51294825,2976
446026.118870254,2097694.10704829,2977
375167.897336859,2140066.95027782,2977
432298.794361013,2111045.40651592,2977
459396.80292434,2130025.65665317,2977
423564.233584525,2098310.96422973,2977
377347.415240618,2136135.43653403,2978
404665.576666822,2116116.75228584,2978
527013.770103462,2115124.03323977,2978
390857.645127637,2139547.78589342,2978
460711.140167853,2171921.30641536,2978
381092.597710899,2136221.24943179,2978
427155.096315286,2096790.36872371,2978
362262.754065544,2088384.34603929,2978
435045.360818232,2099318.41613085,2978
527257.19405985,2155411.18880716,2979
374191.97840633,2147867.17432449,2979
422414.046048039,2088971.43846092,2979
394411.491478551,2108622.91314156,2980
461104.920114715,2098470.87308764,2980
454756.745822509,2171256.06851204,2980
434508.300512268,2099590.79376595,2980
384151.248810651,2124719.34202491,2980
526835.14040409,2133338.22736732,2980
526592.028413378,2133940.31198158,2981
426671.677188698,2117177.69056888,2981
533185.690781173,2138171.32686749,2981
381126.559016032,2154282.46002201,2981
376332.15076121,2131469.37228993,2981
400823.028568145,2211423.79295475,2981
426152.33431772,2087293.35572762,2981
505543.536573368,2109323.6119119,2981
460001.071851026,2103200.44506468,2982
456264.494497891,2172088.40241493,2982
374970.98490646,2172207.92045588,2982
452569.463482794,2107548.79077253,2982
421702.665665063,2093738.77440799,2982
459498.714471336,2123321.69594889,2982
465096.712727128,2118804.18088183,2982
530995.226356865,2111884.56148058,2982
531055.434109326,2111354.77025861,2982
517806.053742712,2119800.07191437,2983
461099.909843515,2094684.20688875,2983
421502.141543742,2181223.47682454,2983
459394.896455246,2170685.49344862,2983
411745.23231932,2097917.72614928,2983
455534.41046915,2166588.02605304,2983
534086.581025421,2138535.6922703,2983
421702.147869781,2093615.82506151,2983
422199.006060482,2093521.52572879,2983
422923.882015285,2091981.61801258,2983
457244.134214411,2144351.11615726,2983
406915.35885363,2194036.32901982,2983
528059.436358136,2155000.53803494,2983
523907.707464846,2148997.70622133,2983
531532.502645722,2135823.14924292,2983
527207.906295566,2135825.38999263,2983
533444.510105044,2108261.96848245,2984
392835.549316686,2119572.64082034,2984
397579.030344032,2142890.17222056,2984
527936.074578427,2113760.72230887,2984
460924.212205711,2094580.07328117,2984
532812.52886353,2166861.05437778,2984
421316.492426961,2103370.63741516,2984
483626.190879503,2164047.51573711,2984
534166.628711741,2137859.62586543,2984
405670.353848891,2198399.10283612,2984
534557.447255962,2136409.5733708,2984
529377.836925959,2134709.94063875,2984
459561.636925981,2171007.86800773,2985
467238.99127997,2151962.38033269,2985
390593.129355175,2131950.04185715,2985
440072.642624726,2091435.92089801,2985
532889.673095129,2108018.15540433,2985
462242.945196278,2156671.93889434,2985
376256.620039494,2163507.62089285,2985
531850.263179958,2134332.95990331,2985
527240.009429889,2139716.73341522,2985
460924.011848121,2094484.79223674,2985
376647.541714545,2112824.91908568,2985
380797.953983918,2129100.13893854,2986
456592.621770467,2175287.48230762,2986
433489.770975365,2101761.40518498,2986
454325.279086635,2181317.93826978,2986
440115.289337616,2180606.98786081,2987
534252.287555974,2110777.67608298,2987
377490.470216659,2137874.52547736,2987
384564.096963016,2124888.8877608,2987
414952.694167112,2194626.03026695,2988
371602.270403688,2119349.25106942,2988
385625.316820263,2119453.23955391,2989
455666.858606803,2171837.81949731,2989
387462.722274182,2138867.58411915,2989
529150.493866575,2168837.31578097,2989
462662.785540637,2166541.01550332,2989
534520.622680848,2137362.35339212,2989
409478.361032979,2160828.52371067,2989
382310.562394842,2154317.73280477,2989
380337.851901617,2120353.88792271,2990
454144.313809618,2184509.10176878,2990
455823.594037776,2146709.03058488,2990
376667.118149503,2160476.52614223,2990
382286.608431393,2091963.76370683,2990
455005.902163783,2136853.49714583,2990
391127.663583832,2211847.19455128,2990
454354.23693985,2107160.08393808,2990
527780.220887485,2137492.19523522,2990
415145.098285012,2216390.29439338,2990
382665.44703482,2124372.20006546,2991
450287.122605196,2179948.58584386,2991
397713.350597419,2211410.92315208,2991
460756.055036702,2096661.25450755,2991
378101.380526998,2164371.19330201,2991
375885.441811809,2163353.38971371,2991
388624.416751937,2184507.10084011,2991
376007.33137789,2148878.3974272,2991
381965.212436692,2146083.95853885,2991
394347.630131426,2109210.42186228,2991
452154.722934541,2098611.67618044,2991
534751.705122301,2143159.83039752,2991
376657.273275062,2125573.7750856,2991
499540.81284905,2208179.96236885,2991
388414.980651406,2130927.24572933,2992
410887.692962777,2096557.02474049,2992
439946.912751632,2180742.80903481,2992
436545.384590252,2168019.25782707,2992
398705.660751209,2082433.21589469,2992
380599.303670451,2120130.8405992,2992
531699.260151514,2137252.70970614,2992
454603.934415074,2131284.88299076,2992
520357.259911206,2155712.51880322,2992
425547.640478733,2097042.64856654,2992
411718.109802691,2199283.90249217,2992
381124.721146093,2136224.11377889,2993
369509.406156403,2140429.54148215,2993
381423.32821427,2136363.58098903,2993
393861.009530613,2130169.25530617,2993
451169.384912133,2169390.45156301,2993
398808.791501629,2209867.4010509,2993
398468.932937589,2211406.52958555,2993
444892.245746617,2111667.36247648,2993
407819.741590296,2160763.17712064,2993
432979.455409467,2110987.59042196,2993
457207.566670921,2131290.88303996,2993
441310.665355977,2099045.47901614,2993
375177.775027373,2177617.49159491,2993
377141.260811222,2170541.90928098,2993
377528.657553216,2170960.44542315,2993
533177.016224078,2138128.27909775,2993
530152.754065356,2151300.05357683,2993
392332.820864981,2119025.32042758,2994
458730.199043472,2177959.73564452,2994
404067.408171136,2101085.10779684,2994
376784.087799391,2176195.14953125,2994
381071.247543715,2132504.61704287,2994
383672.111244078,2130194.46741743,2994
387796.919098366,2131539.72374944,2994
398078.303111683,2165141.16074009,2994
440903.99975815,2184062.54200503,2994
430832.659387171,2102677.89941665,2994
455738.386772116,2109093.11639478,2994
412196.437014403,2125073.57309302,2994
385499.878170338,2128353.76339484,2994
382090.528972668,2111697.92562887,2995
441061.795337581,2098022.72965358,2995
452957.437516022,2112985.12395634,2995
423142.343089628,2192946.94965336,2995
389930.745443784,2171688.33502146,2995
383856.670868086,2133959.20908844,2995
403217.059892321,2162235.29320423,2995
398527.674696157,2206487.27263382,2995
441273.363947755,2099269.97657859,2995
532715.962136054,2107092.68838937,2995
432663.715718884,2110948.78242973,2995
457368.533549529,2131474.92922772,2995
453669.526321769,2134582.2799796,2995
450015.701762215,2109940.70460456,2995
440181.718478886,2183047.48054751,2995
452977.886933052,2186925.16618338,2995
446931.312764369,2183072.15231527,2995
382116.654809997,2128489.02987807,2996
372377.275122875,2175700.40610338,2996
377383.118986229,2135803.17193034,2996
381316.674137697,2145937.55842537,2996
425250.218564502,2081214.02396028,2996
422604.40971358,2092536.22408801,2996
456142.018892491,2136069.99208261,2996
370740.166969818,2139516.86996974,2996
392647.193956565,2144618.71638866,2996
391885.890597922,2147073.36825488,2996
378984.857202884,2154917.72403056,2996
398964.34639512,2098278.03334115,2996
452344.525337385,2100784.25285059,2996
381563.751769772,2128326.59820023,2996
459233.365888399,2176473.90595813,2996
466421.974764202,2122202.70991703,2996
434958.913535291,2099681.41881313,2996
531463.411902379,2155421.11673955,2996
404294.706110953,2082732.68211077,2996
452131.46604371,2187053.46061485,2996
398533.230546894,2208454.80420973,2996
400822.760569092,2115408.54524664,2996
422130.267332592,2175748.91469524,2996
457421.564544134,2103971.53706578,2996
531687.491050403,2143993.34158383,2996
462596.523934942,2180794.50942871,2996
451846.947019183,2177620.43935615,2997
384318.736531496,2155113.27272408,2997
377008.348860814,2143386.95226793,2997
407618.63724722,2114822.90658099,2997
457110.439359234,2093309.86387275,2996
436849.619007862,2169207.79167435,2997
455638.25265621,2169698.49322936,2997
431463.310556308,2083403.29387584,2997
453821.567217459,2134695.62221604,2997
455328.736048826,2190266.57029645,2997
526522.873414129,2100963.23716651,2997
405378.719151745,2087565.45500502,2997
378326.655979556,2142892.31569245,2997
385831.231095616,2117333.86340021,2997
417299.82062947,2186468.48055435,2997
418176.812011429,2187325.16204771,2997
423270.849649896,2181630.7559093,2997
457669.88603634,2161704.70350344,2997
459008.244666551,2110278.1349543,2997
467132.823381778,2122233.6943939,2997
452969.561372441,2124554.49154055,2997
380694.401210341,2128891.76689456,2997
387813.895921106,2137611.13939039,2998
378033.134332454,2139155.93277939,2998
378311.429272694,2142797.11432967,2998
532341.75986127,2107150.42777235,2998
457357.599272012,2161496.42299239,2998
441067.259289478,2089597.76644724,2998
391716.354106572,2145549.58517629,2998
405165.670959884,2115081.30915192,2998
530517.988105506,2121261.43030086,2998
453176.388813786,2108312.5836695,2998
420402.198958818,2104225.99898172,2998
427873.870775174,2176831.40498119,2998
416352.0934735,2202652.10137479,2998
457448.833035771,2130863.07172183,2998
439830.779844054,2106141.26864673,2998
412718.238898134,2206269.62745355,2998
457161.500152155,2175741.03784071,2998
452930.109060377,2173255.72135253,2998
433683.75213143,2113434.83764189,2998
420453.284799008,2194640.37591087,2998
456237.506628719,2096474.64583911,2998
386262.170325075,2132136.4017833,2998
383046.264501806,2154014.73881937,2999
406588.05312015,2106331.71544902,2999
526518.421371539,2120302.37960975,2999
458103.655466671,2172738.72391774,2999
421893.028208805,2097272.83495808,2999
391088.706749479,2134277.28218828,2999
442763.787265524,2179559.28233125,2999
462651.126612659,2166537.96599306,2999
436775.247763841,2100698.68172241,2999
458239.849125315,2173694.37067677,2999
530798.02257564,2110995.95392007,2999
377956.579713935,2174754.41035067,2999
401263.131905959,2098308.68936717,2999
450996.541310534,2108447.33825851,2999
388607.27440912,2138497.77652466,2999
375067.06167882,2172201.09960919,2999
456766.93795953,2104043.74954994,2999
383856.651266949,2133956.1349895,2999
442174.645098215,2222621.77876995,2999
453180.205869455,2175345.2935596,2999
387847.740710654,2161390.1264202,2999
446251.321230881,2166994.62910736,2999
436991.154756437,2099705.13571961,2999
398119.666663801,2211316.32642663,2999
399539.291789748,2215612.1917366,2999
458429.041253809,2167392.56599535,2999
420916.919441742,2189688.999235,2999
418026.113984891,2182416.53030857,2999
530313.438880302,2144144.67695189,2999
460466.680331341,2171998.69138742,2999
454797.809597796,2149355.01439702,2999
426501.543449494,2135164.11637943,2999
530145.914488003,2141399.56961611,2999
388821.443832112,2144398.92733989,3000
491116.003754184,2168357.79082185,3000
489194.046271961,2169158.02576661,3000
489223.172856273,2169158.00820133,3000
394895.055105993,2110387.7279121,3000
380384.597316366,2136407.27197514,3000
385476.17875342,2138053.03091679,3000
525898.065548809,2125280.79717651,3000
453723.751566522,2135249.14450893,3000
455023.142765406,2098579.90820705,3000
389296.098343288,2131801.08825293,3000
456074.541148644,2171821.44353148,3000
529761.88548352,2140765.7515484,3000
530501.385775533,2111908.32602756,3000
436701.922379285,2100631.31030719,3000
462335.056924085,2143528.3501121,3000
424506.747048734,2193645.03621545,3000
368619.903845672,2131606.30564523,3000
393159.186257305,2141406.26293178,3000
463377.685864724,2175647.27125583,3000
403485.587486747,2209936.34467009,3000
451718.861934166,2126401.98242821,3000
413726.351737391,2110726.47030871,3000
394735.988113855,2106069.60610452,3000
399650.981637002,2112700.54590098,3000
454874.9988045,2131127.4501668,3000
457467.776962667,2103728.61350982,3000
404321.830051244,2086313.6235222,3000
442000.979821641,2222794.50367803,3000
410623.782641261,2189329.08056279,3000
527619.743658,2118180.1215195,3000
534043.481553913,2144400.27319249,3000
395541.418858596,2164316.50037957,3001
482488.859894961,2162954.33367487,3001
483742.630394953,2163936.75473344,3001
473918.682327644,2180208.72560948,3001
390871.728487298,2147217.79506251,3001
463252.926197866,2099357.83683702,3001
483190.157683653,2165105.29091194,3001
437097.115161505,2099910.71466697,3001
440533.085439078,2178450.75408986,3001
529160.273704195,2111884.63857483,3001
409923.495841409,2189517.07717127,3001
452458.214946842,2127786.29497488,3001
432265.957912762,2086842.90851964,3001
457981.186613694,2150247.94830761,3001
519383.098752036,2183151.0293789,3002
490210.051987624,2162886.98694428,3002
482606.747664036,2164337.4081429,3002
392774.057909437,2141900.40061873,3002
399918.271885852,2216848.97562193,3002
374527.002926321,2172862.81391473,3002
455523.152999325,2174942.77031428,3002
378461.508609129,2136884.23511158,3002
460154.434323211,2163859.90528184,3002
422572.741320932,2191747.46658674,3002
359258.360049303,2083088.16956168,3002
381255.375203315,2129398.43366324,3002
413211.333511957,2191870.83193632,3002
451934.128552012,2128322.49528351,3002
466992.071108347,2099068.03113996,3002
455537.367241428,2174804.41120089,3002
458614.703366593,2096330.88174942,3002
409981.512142025,2111067.14274513,3002
534233.424486813,2138025.73197984,3002
455860.516865183,2171244.08742216,3003
390958.080460701,2132934.65819401,3003
504518.350265535,2117878.97486894,3003
473517.341925289,2184358.98630896,3003
466846.671210012,2180988.95521684,3003
466464.854893568,2179176.10563298,3003
391914.954577568,2120491.04969769,3003
422223.114535559,2092291.91190071,3003
389520.535811776,2131744.39214047,3003
395297.5694726,2144394.16337032,3003
455436.414594812,2152903.65229719,3003
451657.722273736,2169020.26258798,3003
393716.001066045,2194341.34191692,3003
402648.091924535,2210377.5228885,3003
379439.912798243,2148400.1828133,3003
405668.262015874,2115091.02006976,3003
390221.259725429,2107350.10577771,3003
535351.116658434,2136423.39328558,3003
452162.067259498,2104848.09223428,3003
527220.329790861,2146992.17555222,3003
450619.861228459,2178167.87587949,3003
447683.25910879,2106685.99215836,3003
467295.565567747,2098399.29505482,3004
452162.887949893,2173841.79516297,3004
406254.694843609,2114353.34363546,3004
529467.604631036,2140540.89077343,3004
391370.443319851,2149637.26119769,3004
458789.351554875,2170794.46304767,3004
452029.134068841,2104310.54646304,3004
451879.66991776,2104163.39924316,3004
457474.703634723,2143170.25092761,3004
433859.163989327,2112650.39448287,3004
455505.465826587,2097300.11662644,3004
520212.052848187,2117682.68863208,3004
458682.159232297,2171040.61730934,3004
529206.781503884,2141275.0853033,3004
388851.673740296,2136946.88973943,3004
399899.014090351,2145653.13611737,3004
385192.126702481,2130489.18758971,3004
394973.686782607,2144380.66708692,3004
388606.973821483,2184974.50942337,3004
409322.061400375,2114829.79902784,3004
374435.58758371,2155213.23962024,3004
446164.663541184,2112124.6557654,3004
521805.149123952,2127245.66820943,3004
533867.531996257,2141784.20215861,3004
382060.140134517,2181791.74646866,3004
418921.735807785,2184770.24510011,3004
375211.64525981,2174133.90927165,3004
377600.805195477,2155904.71450265,3004
457977.336166362,2151099.39324769,3004
535262.933031376,2136604.87841953,3004
453386.86888842,2141572.72004411,3004
392922.911763048,2119526.01937466,3004
459912.242160177,2129465.10275334,3004
425972.70993989,2180368.17460171,3004
436186.672727714,2168721.38852402,3004
400678.770750623,2211609.06865892,3004
528310.231873965,2113635.27563382,3005
453936.94294414,2167311.3405919,3005
393054.878965005,2119614.39839676,3005
406481.936961715,2160745.4963739,3005
401181.667078535,2155105.14649309,3005
534187.685779693,2142172.09189582,3005
529319.702760511,2141800.87173688,3005
452646.981955217,2171910.11743984,3005
453496.10650582,2173659.98842531,3005
534559.02938132,2135576.60181248,3005
388780.168208872,2136707.54042649,3005
387370.552531841,2138121.12370011,3005
410361.411369278,2131374.89655259,3005
409935.431815836,2160149.93011111,3005
421971.151848169,2188586.87736513,3005
415996.570177147,2189029.19460895,3005
383365.84055395,2111410.05870895,3005
424430.526452713,2186688.74796394,3005
452158.257707145,2122487.98398564,3005
523331.631020446,2127545.6976504,3005
400216.328149809,2217658.89593906,3005
423759.305849981,2190303.64782467,3005
408063.764122446,2160039.51558472,3005
450935.34603414,2107414.74665209,3005
441143.343248565,2179875.03375259,3005
405535.129205118,2159708.32479854,3005
527229.589841325,2136935.02407787,3005
463997.663698851,2172658.24789342,3005
464494.292637014,2152825.15001267,3005
423847.700347252,2096127.41097096,3005
525944.03711332,2134019.29306416,3005
416483.647551744,2204640.46055887,3005
456308.995333733,2174802.50521023,3006
451517.825226046,2171138.53116715,3006
526722.700447573,2146278.33097882,3006
531816.768430874,2155052.88630039,3006
368476.078999707,2120127.6788887,3006
527293.146725905,2137359.28874696,3006
528310.042726319,2113758.22024489,3006
526336.833858218,2132818.04885001,3006
384605.133001089,2185021.58699325,3006
530173.579475494,2140551.27164361,3006
403778.482235038,2111851.6131494,3006
388223.714852573,2100888.05820348,3006
403520.418434584,2162830.04289994,3006
451827.932668146,2108983.04151696,3006
459400.38870546,2178219.47353943,3006
425668.420408476,2184872.90512404,3006
529450.10267729,2113360.4383278,3006
371313.900755802,2135230.20550306,3006
454705.30058857,2176232.77719214,3006
455283.624224673,2174639.05680754,3006
388516.031934796,2187640.53520377,3006
389500.773063153,2129445.04089425,3006
374970.382627301,2172121.84049247,3006
374481.684734302,2173874.62434617,3006
531442.487542738,2157388.28696725,3006
395969.511760626,2211390.44407084,3006
450707.239382779,2108457.32990441,3006
445824.002486839,2111541.65031611,3006
445999.972351472,2111762.44049997,3006
382258.94333777,2138756.0696787,3006
453256.627970993,2140841.49905351,3006
455025.105641297,2145776.57028087,3006
388003.017171058,2136570.89606261,3006
377060.655304298,2137754.45485967,3006
483714.946746826,2165535.13259187,3007
483596.870452144,2163844.6748223,3007
484647.503482611,2165903.16053087,3007
491958.905310269,2164330.77765699,3007
458006.167946026,2173387.53413329,3007
382238.935229249,2138820.75868978,3007
380899.692257563,2154366.96378047,3007
372367.317994298,2132271.42042483,3007
529396.959122189,2135518.35201365,3007
450305.552253716,2188613.88666968,3007
452868.914782105,2103490.79501686,3007
399556.372764707,2096894.60640059,3007
376288.656776664,2132803.91151364,3007
382840.146146607,2147409.4358638,3007
435710.852592094,2105709.45499941,3007
427415.337124295,2185760.22149198,3007
411645.731657298,2130151.33643891,3007
421296.045043405,2189887.12630271,3007
529576.375914326,2112961.06969147,3007
428880.276042466,2096722.20346783,3007
527188.306381633,2135272.09718864,3007
416404.163217644,2218443.94786878,3007
472287.681935739,2179627.16417871,3008
484909.923690925,2166179.57586484,3008
492367.76862623,2166635.91059309,3008
379966.064133909,2169105.43976139,3008
364221.966583697,2129883.02207657,3008
369408.655302297,2136153.79054575,3008
407487.934623802,2213293.38439744,3008
422129.44381374,2090878.36536472,3008
527967.11642301,2112558.98399908,3008
452938.704378009,2174306.96104401,3008
527977.523542236,2113401.17157872,3008
531169.801843742,2138026.36739027,3008
453824.782469317,2138261.16206567,3008
398849.114931908,2216845.90708035,3008
405922.693526868,2198271.71178398,3008
457440.87943626,2104742.97555538,3008
391846.893834356,2137595.92406074,3008
372085.259313671,2133678.37206905,3008
371105.34104891,2135456.10941326,3008
530234.404674592,2154770.45052852,3008
463587.936675787,2092761.2478955,3008
375828.26476579,2163513.65389941,3008
411617.194623256,2095594.49094267,3008
530584.854979803,2179979.21062671,3008
455801.547217785,2170952.21766034,3009
406468.27016558,2106344.6173287,3009
395586.725991521,2145468.44649344,3009
407502.561833241,2216060.14692116,3009
440256.718175201,2175906.46076201,3009
526754.088595576,2134871.87486375,3009
380665.494876328,2132507.26881622,3009
398611.21992196,2124433.70467117,3009
410184.794759666,2106000.33834481,3009
450104.019062235,2160214.87323965,3009
410474.772610956,2100684.16241232,3009
450235.972409972,2108181.96397699,3009
436442.311928168,2170165.22651747,3009
378410.071724731,2110218.56218554,3009
514864.285691204,2110923.96068996,3009
397189.906322006,2216302.20299675,3009
386642.545134083,2160226.38963458,3010
444176.07202375,2179686.97640812,3010
454483.389547725,2147237.96783755,3010
387185.108790985,2138334.39384943,3010
393290.678903866,2119474.6914266,3010
404071.231352752,2114754.99551711,3010
395401.884978422,2144777.82942205,3010
406924.418827236,2094732.13133537,3010
530878.374957361,2118827.70446192,3010
424313.593228931,2181783.06376724,3010
380951.109997921,2158175.70987237,3010
454683.183473106,2109003.4688775,3010
515941.197389833,2152486.80899328,3010
408099.023430487,2095666.89555702,3010
388779.051702498,2120220.83084867,3010
404504.575300972,2199017.14983019,3010
414923.750416726,2124433.60642759,3010
433525.029156542,2111554.26146942,3010
429779.106451872,2086913.57718422,3010
427329.479533449,2096513.04668,3010
458621.962298886,2123003.99236691,3010
453550.820858479,2122327.64118039,3010
382796.51399337,2128872.00630445,3011
404383.005241846,2116274.99332283,3011
380215.941691114,2120025.74238927,3011
529311.312221591,2116117.261214,3011
443943.505053909,2177938.64576137,3011
375409.162626839,2136951.00249853,3010
436733.64440248,2105632.15497871,3011
403276.508906311,2213654.31506677,3011
430131.259521744,2087188.88940198,3011
421762.992084024,2184271.79657654,3011
377469.447368221,2155881.01259436,3011
376101.564174341,2132765.21649825,3011
376095.938841714,2131507.86704344,3011
397415.866810888,2185225.78290879,3011
394325.744723824,2128245.2393403,3011
385923.561604738,2061708.04126169,3011
530710.269361754,2111051.13262949,3011
531007.596880564,2111478.86403137,3012
404505.420378626,2116219.02514252,3012
385884.496881229,2188435.09145301,3012
375625.605623428,2166647.87650711,3012
388997.2676275,2150232.71073901,3012
415484.485870882,2194577.98148727,3012
472154.260842793,2164989.93467236,3012
433141.77177544,2100118.20784077,3012
422152.613679462,2096411.08165766,3012
389061.567275873,2198981.50054931,3012
529284.996777639,2116132.58742501,3012
527058.714350623,2132145.97125045,3012
526813.00973893,2134493.89858434,3012
414125.854778677,2192677.9443145,3012
